Amp training started. 2016-07-29T16:15:54

Local environment descriptor: Behler
Regression: NeuralNetwork

Parallel processing over 1 cores.

Training on 239 images.
Hashing images...
 239 unique images after hashing.
 ...hashing completed. 0.0 min.
1 unique elements included: C
Symmetry functions for each element:
  C: 8
Hidden-layer structure:
  C: [1, 1]
Initial weights already present.
Initial scalings already present.
Calculating atomic fingerprints...
 Saved fingerprints file scripts/2016-07-28/generic2/3-3-3/fingerprints.db loaded with 239 entries. 0.0 min.
 Calculating 0 of 239 fingerprints (239 exist in file).
 ...all fingerprint operations complete. 0.0 min.
Re-shaping images data to send to fortran90...
 ...data re-shaped. 0.0 min.
Initial parameters saved in file scripts/2016-07-28/generic2/3-3-3/initial-parameters.json.

Starting optimization of cost function...
 Energy goal: 1.000e-03
 No force training.
Step              Time               Cost     RMS (Energy
                                    Function    per Atom)
                                                 Error
=====  ==========================  =========  ==========
   91        2016-07-29T16:16:08  1.257e-01    2.293e-02
   92        2016-07-29T16:16:08  1.253e-01    2.290e-02
   93        2016-07-29T16:16:08  1.247e-01    2.284e-02
   94        2016-07-29T16:16:08  1.234e-01    2.273e-02
   95        2016-07-29T16:16:09  1.213e-01    2.253e-02
   96        2016-07-29T16:16:09  1.177e-01    2.219e-02
   97        2016-07-29T16:16:09  1.129e-01    2.174e-02
   98        2016-07-29T16:16:09  1.109e-01    2.155e-02
   99        2016-07-29T16:16:09  1.099e-01    2.144e-02
Saving checkpoint data.
  100        2016-07-29T16:16:09  1.090e-01    2.136e-02
  101        2016-07-29T16:16:10  1.086e-01    2.132e-02
  102        2016-07-29T16:16:10  1.085e-01    2.131e-02
  103        2016-07-29T16:16:10  1.085e-01    2.131e-02
  104        2016-07-29T16:16:10  1.085e-01    2.131e-02
  105        2016-07-29T16:16:10  1.085e-01    2.130e-02
  106        2016-07-29T16:16:10  1.084e-01    2.130e-02
  107        2016-07-29T16:16:10  1.083e-01    2.129e-02
  108        2016-07-29T16:16:11  1.081e-01    2.127e-02
  109        2016-07-29T16:16:11  1.077e-01    2.123e-02
  110        2016-07-29T16:16:11  1.071e-01    2.117e-02
  111        2016-07-29T16:16:11  1.062e-01    2.108e-02
  112        2016-07-29T16:16:11  1.050e-01    2.096e-02
  113        2016-07-29T16:16:11  1.037e-01    2.083e-02
  114        2016-07-29T16:16:12  1.029e-01    2.075e-02
  115        2016-07-29T16:16:12  1.019e-01    2.065e-02
  116        2016-07-29T16:16:12  1.016e-01    2.062e-02
  117        2016-07-29T16:16:12  1.014e-01    2.060e-02
  118        2016-07-29T16:16:12  1.012e-01    2.058e-02
  119        2016-07-29T16:16:12  1.010e-01    2.056e-02
  120        2016-07-29T16:16:13  1.008e-01    2.053e-02
  121        2016-07-29T16:16:13  1.007e-01    2.052e-02
  122        2016-07-29T16:16:13  1.006e-01    2.052e-02
  123        2016-07-29T16:16:13  1.005e-01    2.051e-02
  124        2016-07-29T16:16:13  1.005e-01    2.051e-02
  125        2016-07-29T16:16:13  1.005e-01    2.050e-02
  126        2016-07-29T16:16:13  1.004e-01    2.050e-02
  127        2016-07-29T16:16:14  1.004e-01    2.049e-02
  128        2016-07-29T16:16:14  1.002e-01    2.048e-02
  129        2016-07-29T16:16:14  1.000e-01    2.045e-02
  130        2016-07-29T16:16:14  9.960e-02    2.041e-02
  131        2016-07-29T16:16:14  1.000e-01    2.046e-02
  132        2016-07-29T16:16:14  9.939e-02    2.039e-02
  133        2016-07-29T16:16:14  9.901e-02    2.035e-02
  134        2016-07-29T16:16:15  9.836e-02    2.029e-02
  135        2016-07-29T16:16:15  9.746e-02    2.019e-02
  136        2016-07-29T16:16:15  9.670e-02    2.011e-02
  137        2016-07-29T16:16:15  9.628e-02    2.007e-02
  138        2016-07-29T16:16:15  9.589e-02    2.003e-02
  139        2016-07-29T16:16:15  9.529e-02    1.997e-02
  140        2016-07-29T16:16:15  9.461e-02    1.990e-02
  141        2016-07-29T16:16:15  9.384e-02    1.981e-02
  142        2016-07-29T16:16:16  9.264e-02    1.969e-02
  143        2016-07-29T16:16:16  9.090e-02    1.950e-02
  144        2016-07-29T16:16:16  9.010e-02    1.942e-02
  145        2016-07-29T16:16:16  9.002e-02    1.941e-02
  146        2016-07-29T16:16:16  8.986e-02    1.939e-02
  147        2016-07-29T16:16:16  8.959e-02    1.936e-02
  148        2016-07-29T16:16:16  8.929e-02    1.933e-02
  149        2016-07-29T16:16:16  8.909e-02    1.931e-02
  150        2016-07-29T16:16:17  8.881e-02    1.928e-02
  151        2016-07-29T16:16:17  8.859e-02    1.925e-02
  152        2016-07-29T16:16:17  8.850e-02    1.924e-02
  153        2016-07-29T16:16:17  8.850e-02    1.924e-02
  154        2016-07-29T16:16:17  8.849e-02    1.924e-02
  155        2016-07-29T16:16:17  8.848e-02    1.924e-02
  156        2016-07-29T16:16:17  8.848e-02    1.924e-02
  157        2016-07-29T16:16:17  8.848e-02    1.924e-02
  158        2016-07-29T16:16:18  8.848e-02    1.924e-02
  159        2016-07-29T16:16:18  8.848e-02    1.924e-02
