Amp training started. 2016-07-29T14:09:51

Local environment descriptor: Behler
Regression: NeuralNetwork

Parallel processing over 1 cores.

Training on 239 images.
Hashing images...
 239 unique images after hashing.
 ...hashing completed. 0.0 min.
1 unique elements included: C
Symmetry functions for each element:
  C: 8
Hidden-layer structure:
  C: [3, 3]
Initializing with random weights.
Initializing with random scalings.
Calculating atomic fingerprints...
No saved fingerprint file found.
 Calculating 239 of 239 fingerprints (0 exist in file).
  Processor 0 calculations stored in file /tmp/fp-FmMCZF.db.
 Calculated 239 new images. 0.5 min.
 Reading calculated fingerprints...
 ...child fingerprints read and saved to scripts/2016-07-28/3-3/fingerprints.db. 0.0 min.
 ...all fingerprint operations complete. 0.5 min.
Re-shaping images data to send to fortran90...
 ...data re-shaped. 0.0 min.
Initial parameters saved in file scripts/2016-07-28/3-3/initial-parameters.json.

Starting optimization of cost function...
 Energy goal: 1.000e-03
 No force training.
Step              Time               Cost     RMS (Energy
                                    Function    per Atom)
                                                 Error
=====  ==========================  =========  ==========
   89        2016-07-29T14:10:40  6.380e-02    1.634e-02
   90        2016-07-29T14:10:40  6.335e-02    1.628e-02
   91        2016-07-29T14:10:40  6.262e-02    1.619e-02
   92        2016-07-29T14:10:41  6.161e-02    1.606e-02
   93        2016-07-29T14:10:41  6.082e-02    1.595e-02
   94        2016-07-29T14:10:41  6.021e-02    1.587e-02
   95        2016-07-29T14:10:41  5.984e-02    1.582e-02
   96        2016-07-29T14:10:41  5.960e-02    1.579e-02
   97        2016-07-29T14:10:41  5.954e-02    1.578e-02
   98        2016-07-29T14:10:42  5.948e-02    1.578e-02
   99        2016-07-29T14:10:42  5.938e-02    1.576e-02
Saving checkpoint data.
  100        2016-07-29T14:10:42  5.920e-02    1.574e-02
  101        2016-07-29T14:10:42  5.887e-02    1.570e-02
  102        2016-07-29T14:10:43  5.828e-02    1.562e-02
  103        2016-07-29T14:10:43  5.732e-02    1.549e-02
  104        2016-07-29T14:10:43  5.629e-02    1.535e-02
  105        2016-07-29T14:10:43  5.582e-02    1.528e-02
  106        2016-07-29T14:10:43  5.525e-02    1.520e-02
  107        2016-07-29T14:10:44  5.483e-02    1.515e-02
  108        2016-07-29T14:10:44  5.430e-02    1.507e-02
  109        2016-07-29T14:10:44  5.335e-02    1.494e-02
  110        2016-07-29T14:10:44  5.168e-02    1.470e-02
  111        2016-07-29T14:10:45  5.138e-02    1.466e-02
  112        2016-07-29T14:10:45  5.064e-02    1.456e-02
  113        2016-07-29T14:10:45  4.966e-02    1.441e-02
  114        2016-07-29T14:10:45  4.898e-02    1.432e-02
  115        2016-07-29T14:10:45  4.796e-02    1.417e-02
  116        2016-07-29T14:10:46  4.817e-02    1.420e-02
  117        2016-07-29T14:10:46  4.727e-02    1.406e-02
  118        2016-07-29T14:10:46  4.648e-02    1.395e-02
  119        2016-07-29T14:10:46  4.563e-02    1.382e-02
  120        2016-07-29T14:10:47  4.576e-02    1.384e-02
  121        2016-07-29T14:10:47  4.528e-02    1.376e-02
  122        2016-07-29T14:10:47  4.532e-02    1.377e-02
  123        2016-07-29T14:10:47  4.513e-02    1.374e-02
  124        2016-07-29T14:10:47  4.491e-02    1.371e-02
  125        2016-07-29T14:10:48  4.453e-02    1.365e-02
