Amp training started. 2016-07-18T15:57:52

Local environment descriptor: Behler
Regression: NeuralNetwork

Parallel processing over 1 cores.

Training on 45 images.
Hashing images...
 45 unique images after hashing.
 ...hashing completed. 0.0 min.
1 unique elements included: C
Symmetry functions for each element:
  C: 8
Hidden-layer structure:
  C: [2, 5]
Initial weights already present.
Initial scalings already present.
Calculating atomic fingerprints...
 Saved fingerprints file networks/fingerprints.db loaded with 45 entries. 0.0 min.
 Calculating 0 of 45 fingerprints (45 exist in file).
 ...all fingerprint operations complete. 0.0 min.
Re-shaping images data to send to fortran90...
 ...data re-shaped. 0.0 min.
Initial parameters saved in file networks/db=eos0/5-5/initial-parameters.json.

Starting optimization of cost function...
 Energy goal: 1.000e-03
 No force training.
Step              Time               Cost     RMS (Energy
                                    Function    per Atom)
                                                 Error
=====  ==========================  =========  ==========
    0        2016-07-18T15:57:52  4.462e+01    9.957e-01
    1        2016-07-18T15:57:52  3.821e+04    2.914e+01
    2        2016-07-18T15:57:52  1.808e+02    2.005e+00
    3        2016-07-18T15:57:52  4.930e+01    1.047e+00
    4        2016-07-18T15:57:52  4.064e+01    9.504e-01
    5        2016-07-18T15:57:52  3.101e+01    8.301e-01
    6        2016-07-18T15:57:52  2.803e+01    7.892e-01
    7        2016-07-18T15:57:52  2.801e+01    7.890e-01
    8        2016-07-18T15:57:52  2.112e+01    6.851e-01
    9        2016-07-18T15:57:52  2.526e+01    7.493e-01
   10        2016-07-18T15:57:52  1.791e+01    6.308e-01
   11        2016-07-18T15:57:52  2.272e+01    7.105e-01
   12        2016-07-18T15:57:53  1.643e+01    6.042e-01
   13        2016-07-18T15:57:53  1.485e+01    5.744e-01
   14        2016-07-18T15:57:53  4.101e+01    9.546e-01
   15        2016-07-18T15:57:53  1.479e+01    5.732e-01
   16        2016-07-18T15:57:53  1.472e+01    5.719e-01
   17        2016-07-18T15:57:53  1.559e+01    5.887e-01
   18        2016-07-18T15:57:53  1.438e+01    5.654e-01
   19        2016-07-18T15:57:53  2.829e+01    7.929e-01
   20        2016-07-18T15:57:53  1.434e+01    5.644e-01
   21        2016-07-18T15:57:53  1.425e+01    5.627e-01
   22        2016-07-18T15:57:53  1.407e+01    5.592e-01
   23        2016-07-18T15:57:53  1.378e+01    5.534e-01
   24        2016-07-18T15:57:53  1.312e+01    5.400e-01
   25        2016-07-18T15:57:53  5.749e+01    1.130e+00
   26        2016-07-18T15:57:53  1.307e+01    5.390e-01
   27        2016-07-18T15:57:53  2.655e+01    7.681e-01
   28        2016-07-18T15:57:53  1.300e+01    5.374e-01
   29        2016-07-18T15:57:53  1.284e+01    5.341e-01
   30        2016-07-18T15:57:53  1.220e+01    5.206e-01
   31        2016-07-18T15:57:53  6.359e+01    1.189e+00
   32        2016-07-18T15:57:53  1.214e+01    5.193e-01
   33        2016-07-18T15:57:53  1.209e+01    5.182e-01
   34        2016-07-18T15:57:53  1.195e+01    5.152e-01
   35        2016-07-18T15:57:53  6.625e+01    1.213e+00
   36        2016-07-18T15:57:53  1.191e+01    5.145e-01
   37        2016-07-18T15:57:54  1.180e+01    5.122e-01
   38        2016-07-18T15:57:54  1.162e+01    5.081e-01
   39        2016-07-18T15:57:54  1.148e+01    5.052e-01
   40        2016-07-18T15:57:54  1.316e+01    5.407e-01
   41        2016-07-18T15:57:54  1.147e+01    5.048e-01
   42        2016-07-18T15:57:54  1.144e+01    5.042e-01
   43        2016-07-18T15:57:54  1.139e+01    5.031e-01
   44        2016-07-18T15:57:54  1.134e+01    5.020e-01
   45        2016-07-18T15:57:54  1.131e+01    5.014e-01
   46        2016-07-18T15:57:54  1.128e+01    5.008e-01
   47        2016-07-18T15:57:54  1.126e+01    5.003e-01
   48        2016-07-18T15:57:54  1.124e+01    4.999e-01
   49        2016-07-18T15:57:54  1.122e+01    4.993e-01
   50        2016-07-18T15:57:54  1.121e+01    4.992e-01
   51        2016-07-18T15:57:54  1.121e+01    4.992e-01
   52        2016-07-18T15:57:54  1.121e+01    4.991e-01
   53        2016-07-18T15:57:54  1.121e+01    4.991e-01
   54        2016-07-18T15:57:54  1.121e+01    4.991e-01
   55        2016-07-18T15:57:54  1.121e+01    4.990e-01
   56        2016-07-18T15:57:54  1.120e+01    4.989e-01
   57        2016-07-18T15:57:54  1.120e+01    4.988e-01
   58        2016-07-18T15:57:54  1.119e+01    4.986e-01
   59        2016-07-18T15:57:54  1.119e+01    4.986e-01
   60        2016-07-18T15:57:55  1.118e+01    4.985e-01
   61        2016-07-18T15:57:55  1.118e+01    4.985e-01
   62        2016-07-18T15:57:55  1.118e+01    4.984e-01
