Amp training started. 2016-07-29T14:43:15

Local environment descriptor: Behler
Regression: NeuralNetwork

Parallel processing over 1 cores.

Training on 239 images.
Hashing images...
 239 unique images after hashing.
 ...hashing completed. 0.0 min.
1 unique elements included: C
Symmetry functions for each element:
  C: 8
Hidden-layer structure:
  C: [1, 1]
Initializing with random weights.
Initializing with random scalings.
Calculating atomic fingerprints...
No saved fingerprint file found.
 Calculating 239 of 239 fingerprints (0 exist in file).
  Processor 0 calculations stored in file /tmp/fp-EvAm91.db.
 Calculated 239 new images. 0.5 min.
 Reading calculated fingerprints...
 ...child fingerprints read and saved to scripts/2016-07-28/generic1/3-3-3/fingerprints.db. 0.0 min.
 ...all fingerprint operations complete. 0.5 min.
Re-shaping images data to send to fortran90...
 ...data re-shaped. 0.0 min.
Initial parameters saved in file scripts/2016-07-28/generic1/3-3-3/initial-parameters.json.

Starting optimization of cost function...
 Energy goal: 1.000e-03
 No force training.
Step              Time               Cost     RMS (Energy
                                    Function    per Atom)
                                                 Error
=====  ==========================  =========  ==========
  149        2016-07-29T14:44:06  9.207e-02    1.963e-02
  150        2016-07-29T14:44:06  9.204e-02    1.962e-02
  151        2016-07-29T14:44:06  9.201e-02    1.962e-02
  152        2016-07-29T14:44:07  9.197e-02    1.962e-02
  153        2016-07-29T14:44:07  9.193e-02    1.961e-02
  154        2016-07-29T14:44:07  9.184e-02    1.960e-02
  155        2016-07-29T14:44:07  9.175e-02    1.959e-02
  156        2016-07-29T14:44:07  9.163e-02    1.958e-02
  157        2016-07-29T14:44:07  9.151e-02    1.957e-02
  158        2016-07-29T14:44:07  9.144e-02    1.956e-02
  159        2016-07-29T14:44:07  9.134e-02    1.955e-02
  160        2016-07-29T14:44:08  9.142e-02    1.956e-02
  161        2016-07-29T14:44:08  9.128e-02    1.954e-02
  162        2016-07-29T14:44:08  9.118e-02    1.953e-02
  163        2016-07-29T14:44:08  9.104e-02    1.952e-02
  164        2016-07-29T14:44:08  9.100e-02    1.951e-02
  165        2016-07-29T14:44:08  9.098e-02    1.951e-02
  166        2016-07-29T14:44:09  9.089e-02    1.950e-02
  167        2016-07-29T14:44:09  9.085e-02    1.950e-02
  168        2016-07-29T14:44:09  9.083e-02    1.949e-02
  169        2016-07-29T14:44:09  9.073e-02    1.948e-02
  170        2016-07-29T14:44:09  9.078e-02    1.949e-02
  171        2016-07-29T14:44:09  9.067e-02    1.948e-02
  172        2016-07-29T14:44:09  9.057e-02    1.947e-02
  173        2016-07-29T14:44:09  9.043e-02    1.945e-02
  174        2016-07-29T14:44:10  9.042e-02    1.945e-02
  175        2016-07-29T14:44:10  9.039e-02    1.945e-02
  176        2016-07-29T14:44:10  9.032e-02    1.944e-02
  177        2016-07-29T14:44:10  9.026e-02    1.943e-02
  178        2016-07-29T14:44:10  9.017e-02    1.942e-02
  179        2016-07-29T14:44:10  9.016e-02    1.942e-02
  180        2016-07-29T14:44:10  9.013e-02    1.942e-02
  181        2016-07-29T14:44:11  9.009e-02    1.942e-02
  182        2016-07-29T14:44:11  9.006e-02    1.941e-02
  183        2016-07-29T14:44:11  9.002e-02    1.941e-02
  184        2016-07-29T14:44:11  9.003e-02    1.941e-02
  185        2016-07-29T14:44:11  9.001e-02    1.941e-02
  186        2016-07-29T14:44:11  9.000e-02    1.941e-02
  187        2016-07-29T14:44:11  8.997e-02    1.940e-02
  188        2016-07-29T14:44:12  8.996e-02    1.940e-02
  189        2016-07-29T14:44:12  8.995e-02    1.940e-02
  190        2016-07-29T14:44:12  8.992e-02    1.940e-02
  191        2016-07-29T14:44:12  8.987e-02    1.939e-02
  192        2016-07-29T14:44:12  9.007e-02    1.941e-02
  193        2016-07-29T14:44:12  8.985e-02    1.939e-02
  194        2016-07-29T14:44:12  8.982e-02    1.939e-02
  195        2016-07-29T14:44:12  8.976e-02    1.938e-02
  196        2016-07-29T14:44:13  8.965e-02    1.937e-02
  197        2016-07-29T14:44:13  8.948e-02    1.935e-02
  198        2016-07-29T14:44:13  8.920e-02    1.932e-02
  199        2016-07-29T14:44:13  8.878e-02    1.927e-02
Saving checkpoint data.
  200        2016-07-29T14:44:13  9.317e-02    1.974e-02
  201        2016-07-29T14:44:13  8.867e-02    1.926e-02
  202        2016-07-29T14:44:14  8.849e-02    1.924e-02
  203        2016-07-29T14:44:14  8.834e-02    1.923e-02
  204        2016-07-29T14:44:14  8.813e-02    1.920e-02
  205        2016-07-29T14:44:14  8.802e-02    1.919e-02
  206        2016-07-29T14:44:14  8.798e-02    1.919e-02
  207        2016-07-29T14:44:14  8.796e-02    1.918e-02
  208        2016-07-29T14:44:14  8.795e-02    1.918e-02
  209        2016-07-29T14:44:14  8.795e-02    1.918e-02
  210        2016-07-29T14:44:15  8.794e-02    1.918e-02
  211        2016-07-29T14:44:15  8.793e-02    1.918e-02
  212        2016-07-29T14:44:15  8.791e-02    1.918e-02
  213        2016-07-29T14:44:15  8.787e-02    1.917e-02
  214        2016-07-29T14:44:15  8.782e-02    1.917e-02
  215        2016-07-29T14:44:15  8.774e-02    1.916e-02
  216        2016-07-29T14:44:15  8.767e-02    1.915e-02
  217        2016-07-29T14:44:15  8.759e-02    1.914e-02
  218        2016-07-29T14:44:16  8.747e-02    1.913e-02
  219        2016-07-29T14:44:16  8.731e-02    1.911e-02
  220        2016-07-29T14:44:16  8.714e-02    1.909e-02
  221        2016-07-29T14:44:16  8.748e-02    1.913e-02
  222        2016-07-29T14:44:16  8.705e-02    1.908e-02
  223        2016-07-29T14:44:16  8.698e-02    1.908e-02
  224        2016-07-29T14:44:17  8.687e-02    1.907e-02
  225        2016-07-29T14:44:17  8.677e-02    1.905e-02
  226        2016-07-29T14:44:17  8.665e-02    1.904e-02
  227        2016-07-29T14:44:17  8.646e-02    1.902e-02
  228        2016-07-29T14:44:17  8.633e-02    1.901e-02
  229        2016-07-29T14:44:17  8.621e-02    1.899e-02
  230        2016-07-29T14:44:17  8.620e-02    1.899e-02
  231        2016-07-29T14:44:17  8.631e-02    1.900e-02
  232        2016-07-29T14:44:18  8.613e-02    1.898e-02
  233        2016-07-29T14:44:18  8.604e-02    1.897e-02
  234        2016-07-29T14:44:18  8.596e-02    1.896e-02
  235        2016-07-29T14:44:18  8.587e-02    1.896e-02
  236        2016-07-29T14:44:18  8.576e-02    1.894e-02
  237        2016-07-29T14:44:18  8.621e-02    1.899e-02
  238        2016-07-29T14:44:18  8.572e-02    1.894e-02
  239        2016-07-29T14:44:19  8.565e-02    1.893e-02
  240        2016-07-29T14:44:19  8.554e-02    1.892e-02
  241        2016-07-29T14:44:19  8.539e-02    1.890e-02
  242        2016-07-29T14:44:19  8.528e-02    1.889e-02
  243        2016-07-29T14:44:19  8.518e-02    1.888e-02
  244        2016-07-29T14:44:19  8.501e-02    1.886e-02
  245        2016-07-29T14:44:19  8.533e-02    1.889e-02
  246        2016-07-29T14:44:20  8.494e-02    1.885e-02
  247        2016-07-29T14:44:20  8.485e-02    1.884e-02
  248        2016-07-29T14:44:20  8.479e-02    1.883e-02
  249        2016-07-29T14:44:20  8.470e-02    1.882e-02
  250        2016-07-29T14:44:20  8.473e-02    1.883e-02
  251        2016-07-29T14:44:20  8.464e-02    1.882e-02
  252        2016-07-29T14:44:20  8.456e-02    1.881e-02
  253        2016-07-29T14:44:21  8.450e-02    1.880e-02
  254        2016-07-29T14:44:21  8.443e-02    1.879e-02
  255        2016-07-29T14:44:21  8.432e-02    1.878e-02
  256        2016-07-29T14:44:21  8.424e-02    1.877e-02
  257        2016-07-29T14:44:21  8.419e-02    1.877e-02
  258        2016-07-29T14:44:21  8.412e-02    1.876e-02
  259        2016-07-29T14:44:21  8.415e-02    1.876e-02
  260        2016-07-29T14:44:22  8.407e-02    1.876e-02
  261        2016-07-29T14:44:22  8.403e-02    1.875e-02
  262        2016-07-29T14:44:22  8.398e-02    1.875e-02
  263        2016-07-29T14:44:22  8.392e-02    1.874e-02
  264        2016-07-29T14:44:22  8.388e-02    1.873e-02
  265        2016-07-29T14:44:22  8.384e-02    1.873e-02
  266        2016-07-29T14:44:22  8.381e-02    1.873e-02
  267        2016-07-29T14:44:23  8.377e-02    1.872e-02
  268        2016-07-29T14:44:23  8.375e-02    1.872e-02
  269        2016-07-29T14:44:23  8.374e-02    1.872e-02
  270        2016-07-29T14:44:23  8.371e-02    1.871e-02
  271        2016-07-29T14:44:23  8.365e-02    1.871e-02
  272        2016-07-29T14:44:23  8.390e-02    1.874e-02
  273        2016-07-29T14:44:23  8.364e-02    1.871e-02
  274        2016-07-29T14:44:24  8.361e-02    1.870e-02
  275        2016-07-29T14:44:24  8.357e-02    1.870e-02
  276        2016-07-29T14:44:24  8.352e-02    1.869e-02
  277        2016-07-29T14:44:24  8.360e-02    1.870e-02
  278        2016-07-29T14:44:24  8.351e-02    1.869e-02
  279        2016-07-29T14:44:24  8.348e-02    1.869e-02
  280        2016-07-29T14:44:24  8.345e-02    1.869e-02
  281        2016-07-29T14:44:25  8.342e-02    1.868e-02
  282        2016-07-29T14:44:25  8.339e-02    1.868e-02
  283        2016-07-29T14:44:25  8.337e-02    1.868e-02
  284        2016-07-29T14:44:25  8.337e-02    1.868e-02
  285        2016-07-29T14:44:25  8.338e-02    1.868e-02
  286        2016-07-29T14:44:25  8.336e-02    1.868e-02
  287        2016-07-29T14:44:25  8.335e-02    1.867e-02
  288        2016-07-29T14:44:25  8.333e-02    1.867e-02
  289        2016-07-29T14:44:26  8.332e-02    1.867e-02
  290        2016-07-29T14:44:26  8.331e-02    1.867e-02
  291        2016-07-29T14:44:26  8.329e-02    1.867e-02
  292        2016-07-29T14:44:26  8.327e-02    1.867e-02
  293        2016-07-29T14:44:26  8.324e-02    1.866e-02
  294        2016-07-29T14:44:26  8.338e-02    1.868e-02
  295        2016-07-29T14:44:27  8.322e-02    1.866e-02
  296        2016-07-29T14:44:27  8.321e-02    1.866e-02
  297        2016-07-29T14:44:27  8.318e-02    1.866e-02
  298        2016-07-29T14:44:27  8.316e-02    1.865e-02
  299        2016-07-29T14:44:27  8.312e-02    1.865e-02
Saving checkpoint data.
  300        2016-07-29T14:44:27  8.321e-02    1.866e-02
  301        2016-07-29T14:44:27  8.311e-02    1.865e-02
  302        2016-07-29T14:44:27  8.311e-02    1.865e-02
  303        2016-07-29T14:44:28  8.310e-02    1.865e-02
  304        2016-07-29T14:44:28  8.309e-02    1.865e-02
  305        2016-07-29T14:44:28  8.308e-02    1.864e-02
  306        2016-07-29T14:44:28  8.307e-02    1.864e-02
  307        2016-07-29T14:44:28  8.312e-02    1.865e-02
  308        2016-07-29T14:44:28  8.306e-02    1.864e-02
  309        2016-07-29T14:44:29  8.306e-02    1.864e-02
  310        2016-07-29T14:44:29  8.305e-02    1.864e-02
  311        2016-07-29T14:44:29  8.305e-02    1.864e-02
  312        2016-07-29T14:44:29  8.305e-02    1.864e-02
  313        2016-07-29T14:44:29  8.305e-02    1.864e-02
  314        2016-07-29T14:44:29  8.304e-02    1.864e-02
  315        2016-07-29T14:44:29  8.303e-02    1.864e-02
  316        2016-07-29T14:44:29  8.302e-02    1.864e-02
  317        2016-07-29T14:44:30  8.300e-02    1.864e-02
  318        2016-07-29T14:44:30  8.297e-02    1.863e-02
  319        2016-07-29T14:44:30  8.295e-02    1.863e-02
  320        2016-07-29T14:44:30  8.291e-02    1.863e-02
  321        2016-07-29T14:44:30  8.328e-02    1.867e-02
  322        2016-07-29T14:44:30  8.291e-02    1.863e-02
  323        2016-07-29T14:44:31  8.290e-02    1.862e-02
  324        2016-07-29T14:44:31  8.290e-02    1.862e-02
  325        2016-07-29T14:44:31  8.289e-02    1.862e-02
  326        2016-07-29T14:44:31  8.288e-02    1.862e-02
  327        2016-07-29T14:44:31  8.288e-02    1.862e-02
  328        2016-07-29T14:44:31  8.288e-02    1.862e-02
  329        2016-07-29T14:44:31  8.288e-02    1.862e-02
  330        2016-07-29T14:44:32  8.288e-02    1.862e-02
  331        2016-07-29T14:44:32  8.287e-02    1.862e-02
  332        2016-07-29T14:44:32  8.287e-02    1.862e-02
  333        2016-07-29T14:44:32  8.286e-02    1.862e-02
  334        2016-07-29T14:44:32  8.285e-02    1.862e-02
  335        2016-07-29T14:44:32  8.287e-02    1.862e-02
  336        2016-07-29T14:44:32  8.285e-02    1.862e-02
  337        2016-07-29T14:44:32  8.284e-02    1.862e-02
  338        2016-07-29T14:44:33  8.283e-02    1.862e-02
  339        2016-07-29T14:44:33  8.283e-02    1.862e-02
  340        2016-07-29T14:44:33  8.283e-02    1.862e-02
